Box Name,OLT,LCP,NAP,LCP Name,Node Name,Municipality,Cluster,Sector,Barangay,Subdivision,Building Name,Latitude,Longitude,Parent Site,Parent Floor,Parent Room,Additional Details,Remarks,Landmark,Capacity,Installation Date,OSP / ISP
MNL035 LP318 NP5-6,MNL035,LP318,NP5-6,MNL035 LP318,Pureza (Legarda / Lacson),MANILA,3,2,BARANGAY 613,,,14.593197,121.018585,,,,,,,16,2021-05-29,OSP
MNL035 LP329 NP1-2,MNL035,LP329,NP1-2,MNL035 LP329,Pureza (Legarda / Lacson),MANILA,3,2,BARANGAY 613,,,14.59415,121.019434,,,,,,,16,2021-05-29,OSP
MNL035 LP330 NP3-4,MNL035,LP330,NP3-4,MNL035 LP330,Pureza (Legarda / Lacson),MANILA,3,2,BARANGAY 613,,,14.593239,121.020674,,,,,,,16,2021-05-29,OSP
MNL035 LP330 NP5-6,MNL035,LP330,NP5-6,MNL035 LP330,Pureza (Legarda / Lacson),MANILA,3,2,BARANGAY 613,,,14.592876,121.020249,,,,,,,16,2021-05-29,OSP
MNL035 LP330 NP7-8,MNL035,LP330,NP7-8,MNL035 LP330,Pureza (Legarda / Lacson),MANILA,3,2,BARANGAY 613,,,14.592685,121.019962,,,,,,,16,2021-05-29,OSP
MNL035 LP331 NP1-2,MNL035,LP331,NP1-2,MNL035 LP331,Pureza (Legarda / Lacson),MANILA,3,2,BARANGAY 613,,,14.593455,121.020105,,,,,,,16,2021-05-29,OSP
MNL035 LP325 NP5-6,MNL035,LP325,NP5-6,MNL035 LP325,Pureza (Legarda / Lacson),MANILA,3,2,BARANGAY 613,,,14.594609,121.019675,,,,,,,16,2021-05-29,OSP
MNL035 LP331 NP3-4,MNL035,LP331,NP3-4,MNL035 LP331,Pureza (Legarda / Lacson),MANILA,3,2,BARANGAY 613,,,14.59359,121.019811,,,,,,,16,2021-05-29,OSP
MNL035 LP331 NP5-6,MNL035,LP331,NP5-6,MNL035 LP331,Pureza (Legarda / Lacson),MANILA,3,2,BARANGAY 613,,,14.593873,121.01923,,,,,,,16,2021-05-29,OSP
MNL035 LP332 NP3-4,MNL035,LP332,NP3-4,MNL035 LP332,Pureza (Legarda / Lacson),MANILA,3,2,BARANGAY 613,,,14.593213,121.019897,,,,,,,16,2021-05-29,OSP
MNL035 LP332 NP7-8,MNL035,LP332,NP7-8,MNL035 LP332,Pureza (Legarda / Lacson),MANILA,3,2,BARANGAY 613,,,14.593589,121.018981,,,,,,,16,2021-05-29,OSP
MNL002 LP148 NP1-2,MNL002,LP148,NP1-2,MNL002 LP148,Don Quintos,MANILA,3,2,BARANGAY 614,,,14.59235073,121.0202324,,,,,,,16,2018-09-13,OSP
MNL002 LP148 NP3-4,MNL002,LP148,NP3-4,MNL002 LP148,Don Quintos,MANILA,3,2,BARANGAY 614,,,14.59282164,121.019686,,,,,,,16,2018-09-13,OSP
MNL002 LP148 NP5-6,MNL002,LP148,NP5-6,MNL002 LP148,Don Quintos,MANILA,3,2,BARANGAY 614,,,14.59392085,121.0184535,,,,,,,16,2018-09-13,OSP
MNL002 LP148 NP7-8,MNL002,LP148,NP7-8,MNL002 LP148,Don Quintos,MANILA,3,2,BARANGAY 614,,,14.59418265,121.0180541,,,,,,,16,2018-09-13,OSP
MNL035 LP322 NP7-8,MNL035,LP322,NP7-8,MNL035 LP322,Pureza (Legarda / Lacson),MANILA,3,2,BARANGAY 614,,,14.592309,121.020233,,,,,,,16,2021-05-29,OSP
MNL035 LP332 NP1-2,MNL035,LP332,NP1-2,MNL035 LP332,Pureza (Legarda / Lacson),MANILA,3,2,BARANGAY 614,,,14.59284,121.019767,,,,,,,16,2021-05-29,OSP
