Box Name,OLT,LCP,NAP,LCP Name,Node Name,Municipality,Cluster,Sector,Barangay,Subdivision,Building Name,Latitude,Longitude,Parent Site,Parent Floor,Parent Room,Additional Details,Remarks,Landmark,Capacity,Installation Date,OSP / ISP
MNL046 LP202 NP5-6,MNL046,LP202,NP5-6,MNL046 LP202,Reten Apartment,MANILA,3,1,BARANGAY 385,,,14.59665,120.9862,,,,,,,16,2022-04-04,OSP
MNL046 LP202 NP7-8,MNL046,LP202,NP7-8,MNL046 LP202,Reten Apartment,MANILA,3,1,BARANGAY 385,,,14.59655,120.9865,,,,,,,16,2022-04-04,OSP
MNL046 LP203 NP1-2,MNL046,LP203,NP1-2,MNL046 LP203,Reten Apartment,MANILA,3,1,BARANGAY 385,,,14.59651,120.9867,,,,,,,16,2022-04-04,OSP
MNL046 LP203 NP3-4,MNL046,LP203,NP3-4,MNL046 LP203,Reten Apartment,MANILA,3,1,BARANGAY 385,,,14.59646,120.987,,,,,,,16,2022-04-04,OSP
MNL046 LP204 NP1-2,MNL046,LP204,NP1-2,MNL046 LP204,Reten Apartment,MANILA,3,1,BARANGAY 385,,,14.59623,120.9874,,,,,,,16,2022-04-04,OSP
MNL046 LP204 NP3-4,MNL046,LP204,NP3-4,MNL046 LP204,Reten Apartment,MANILA,3,1,BARANGAY 385,,,14.5964,120.9874,,,,,,,16,2022-04-04,OSP
MNL046 LP204 NP5-6,MNL046,LP204,NP5-6,MNL046 LP204,Reten Apartment,MANILA,3,1,BARANGAY 385,,,14.59638,120.9876,,,,,,,16,2022-04-04,OSP
MNL046 LP233 NP1-2,MNL046,LP233,NP1-2,MNL046 LP233,Reten Apartment,MANILA,3,1,BARANGAY 385,,,14.5945,120.9872,,,,,,,16,2022-04-04,OSP
MNL046 LP233 NP3-4,MNL046,LP233,NP3-4,MNL046 LP233,Reten Apartment,MANILA,3,1,BARANGAY 385,,,14.59467,120.9873,,,,,,,16,2022-04-04,OSP
MNL046 LP199 NP3-4,MNL046,LP199,NP3-4,MNL046 LP199,Reten Apartment,MANILA,3,1,BARANGAY 385,,,14.59617,120.9887,,,,,,,16,2022-04-04,OSP
MNL046 LP199 NP5-6,MNL046,LP199,NP5-6,MNL046 LP199,Reten Apartment,MANILA,3,1,BARANGAY 385,,,14.59624,120.9883,,,,,,,16,2022-04-04,OSP
MNL046 LP199 NP7-8,MNL046,LP199,NP7-8,MNL046 LP199,Reten Apartment,MANILA,3,1,BARANGAY 385,,,14.5965,120.9882,,,,,,,16,2022-04-04,OSP
MNL046 LP200 NP1-2,MNL046,LP200,NP1-2,MNL046 LP200,Reten Apartment,MANILA,3,1,BARANGAY 385,,,14.59629,120.9881,,,,,,,16,2022-04-04,OSP
MNL046 LP200 NP3-4,MNL046,LP200,NP3-4,MNL046 LP200,Reten Apartment,MANILA,3,1,BARANGAY 385,,,14.59597,120.9883,,,,,,,16,2022-04-04,OSP
MNL046 LP200 NP5-6,MNL046,LP200,NP5-6,MNL046 LP200,Reten Apartment,MANILA,3,1,BARANGAY 385,,,14.59593,120.988,,,,,,,16,2022-04-04,OSP
MNL046 LP200 NP7-8,MNL046,LP200,NP7-8,MNL046 LP200,Reten Apartment,MANILA,3,1,BARANGAY 385,,,14.59577,120.988,,,,,,,16,2022-04-04,OSP
MNL046 LP201 NP1-2,MNL046,LP201,NP1-2,MNL046 LP201,Reten Apartment,MANILA,3,1,BARANGAY 385,,,14.59602,120.9872,,,,,,,16,2022-04-04,OSP
MNL046 LP201 NP3-4,MNL046,LP201,NP3-4,MNL046 LP201,Reten Apartment,MANILA,3,1,BARANGAY 385,,,14.59604,120.987,,,,,,,16,2022-04-04,OSP
MNL046 LP201 NP5-6,MNL046,LP201,NP5-6,MNL046 LP201,Reten Apartment,MANILA,3,1,BARANGAY 385,,,14.59608,120.9868,,,,,,,16,2022-04-04,OSP
MNL046 LP201 NP7-8,MNL046,LP201,NP7-8,MNL046 LP201,Reten Apartment,MANILA,3,1,BARANGAY 385,,,14.59613,120.9866,,,,,,,16,2022-04-04,OSP
MNL046 LP199 NP1-2,MNL046,LP199,NP1-2,MNL046 LP199,Reten Apartment,MANILA,3,1,BARANGAY 385,,,14.59612,120.989,,,,,,,16,2022-04-04,OSP
MNL001 LP478 NP1-2,MNL001,LP478,NP1-2,MNL001 LP478,Zen Tower,MANILA,3,1,BARANGAY 385,,,14.596602,120.986234,,,,,,,16,2019-12-17,OSP
MNL001 LP478 NP3-4,MNL001,LP478,NP3-4,MNL001 LP478,Zen Tower,MANILA,3,1,BARANGAY 385,,,14.596395,120.987428,,,,,,,16,2019-12-17,OSP
